"","x","y","masuk","cluster"
"1",-0.0443265922367573,0.530593484640121,TRUE,1
"2",0.0812423415482044,0.0222460366785526,TRUE,1
"3",0.308699148241431,-0.0567445019260049,TRUE,1
"4",0.323303761892021,-0.013450525701046,TRUE,1
"5",0.263123989105225,-0.157467490062118,TRUE,1
"6",-0.19340354623273,0.288867178373039,TRUE,1
"7",0.261194956488907,0.437964468728751,TRUE,1
"8",-0.161741571966559,0.0713978288695216,TRUE,1
"9",-0.413113782182336,0.320917806122452,TRUE,1
"10",-0.145558242686093,-0.403448629193008,TRUE,1
"11",0.145706709474325,0.158567200414836,TRUE,1
"12",-0.343498661648482,0.34860353032127,TRUE,1
"13",-0.0267961858771741,-0.170992510858923,TRUE,1
"14",0.408133891876787,0.0982369775883853,TRUE,1
"15",0.00564084900543094,-0.356717794202268,TRUE,1
"16",-0.463633269071579,-0.151122569572181,TRUE,1
"17",0.202748243231326,-0.241371277719736,TRUE,1
"18",0.10770124848932,0.533656513318419,TRUE,1
"19",0.116682609077543,0.401594119612128,TRUE,1
"20",-0.00512787187471986,-0.199420424643904,TRUE,1
"21",-0.218328257557005,0.296679837629199,TRUE,1
"22",-0.15344767505303,-0.177334171719849,TRUE,1
"23",0.252432211767882,-0.166064551100135,TRUE,1
"24",0.322624206077307,-0.393444436602294,TRUE,1
"25",0.0814792145974934,-0.176481226459146,TRUE,1
"26",0.250122646801174,0.0743138627149165,TRUE,1
"27",-0.185817149002105,-0.281204908620566,TRUE,1
"28",0.0166677897796035,-0.00387337384745479,TRUE,1
"29",-0.00569417560473084,-0.13220158405602,TRUE,1
"30",0.129224067088217,-0.0227933446876705,TRUE,1
"31",-0.0567495943978429,0.351237561553717,TRUE,1
"32",0.133104465901852,0.0229459912516177,TRUE,1
"33",-0.162915533874184,0.467463908251375,TRUE,1
"34",0.0551048209890723,0.215607320424169,TRUE,1
"35",0.267209790181369,-0.196439240593463,TRUE,1
"36",-0.380869273561984,-0.317984852474183,TRUE,1
"37",-0.270247334614396,0.297518496867269,TRUE,1
"38",-0.137807468883693,0.320917082950473,TRUE,1
"39",0.0220709117129445,0.232973783742636,TRUE,1
"40",-0.0875129187479615,-0.402712767478079,TRUE,1
"41",0.368145416956395,-0.243402188178152,TRUE,1
