"","x","y","marker"
"1",2.75639507174492,-0.568464113865048,TRUE
"2",2.18366170534864,-0.968412840273231,TRUE
"3",0.813610862474889,-0.0343754491768777,TRUE
"4",-2.41562000429258,-1.61253286292776,TRUE
"5",-2.86155089596286,0.998209258541465,TRUE
"6",0.717254069633782,-1.67053251480684,TRUE
"7",-2.23169380193576,1.45540178054944,TRUE
"8",0.757991851307452,-0.184152330737561,TRUE
"9",0.578417686745524,1.29130879137665,TRUE
"10",-2.62293084897101,-1.08811179315671,TRUE
"11",2.87976835761219,-1.91304442752153,TRUE
"12",0.285565252415836,0.874111359938979,TRUE
"13",2.38302086340263,-0.089212701190263,TRUE
"14",-2.59070553537458,1.39435107400641,TRUE
"15",-2.00546783488244,-0.955568706616759,TRUE
"16",2.5255076684989,-1.78144938871264,TRUE
"17",-2.57430404797196,-0.679814302828163,TRUE
"18",0.723576835356653,-1.78329797973856,TRUE
"19",2.96106468653306,0.759024691767991,TRUE
"20",0.734548190608621,-1.75758561026305,TRUE
"21",-2.44105947436765,1.28424046793953,TRUE
"22",2.05540036037564,1.83676754962653,TRUE
"23",0.42478524427861,1.21665951982141,TRUE
"24",2.72912738984451,-1.42434317898005,TRUE
"25",-2.77877833787352,1.29159280797467,TRUE
"26",0.179305009078234,-1.18796735582873,TRUE
"27",-2.06363957980648,0.876715307123959,TRUE
"28",2.20882053393871,1.45897549297661,TRUE
"29",2.90531799243763,0.456979740411043,TRUE
"30",-2.51457209559157,1.97295017167926,TRUE
"31",2.46304706297815,1.77283911639825,TRUE
"32",2.09692669194192,-1.60694654798135,TRUE
"33",0.618680704850703,-0.160421774256974,TRUE
"34",2.12490488961339,1.32155130570754,TRUE
"35",2.55483309645206,-1.33932215021923,TRUE
"36",0.972809969913214,-1.08803623728454,TRUE
"37",0.345787534955889,0.747842980083078,TRUE
"38",-2.56442271173,1.06680181575939,TRUE
"39",-2.43480233335868,-0.491712430492043,TRUE
"40",2.0416797241196,0.276089410297573,TRUE
"41",2.65524986386299,0.883270669262856,TRUE
"42",0.30506903026253,0.0541540235280991,TRUE
"43",-2.57867220556363,-0.939595590345562,TRUE
"44",2.77822384703904,1.62066741473973,TRUE
"45",0.694182448089123,0.959077681414783,TRUE
"46",2.29685424920171,1.04303308809176,TRUE
"47",2.8776914589107,-0.312902036122978,TRUE
"48",-2.81974453059956,-1.5114892241545,TRUE
"49",0.52024197159335,1.71230728877708,TRUE
"50",0.521137272007763,-1.17809202382341,TRUE
"51",2.232610758394,-1.29210942238569,TRUE
"52",2.63384566828609,-0.519764722790569,TRUE
"53",2.51701880525798,1.91534174932167,TRUE
"54",0.787458364851773,-0.723263894207776,TRUE
"55",-2.28606129717082,0.423368245828897,TRUE
"56",2.12321606045589,1.33097235951573,TRUE
"57",-2.86168988887221,-1.23347928235307,TRUE
"58",2.18652020255104,-1.41345044458285,TRUE
"59",2.41572554782033,0.251123569440097,TRUE
"60",0.190928956959397,-1.34739863779396,TRUE
"61",2.08709608856589,-1.16246806550771,TRUE
"62",-2.04981293482706,0.540704836137593,TRUE
"63",0.165675780270249,0.356983262579888,TRUE
"64",2.76162917213514,-1.28087704628706,TRUE
"65",2.57911618519574,1.93898130906746,TRUE
"66",0.28851906163618,0.194474169518799,TRUE
"67",2.78774795215577,0.090538046322763,TRUE
"68",0.951509714126587,-1.66592986648902,TRUE
"69",2.51301711564884,-1.16217496432364,TRUE
"70",2.59665363561362,1.58914887858555,TRUE
"71",0.476513795088977,1.94200621778145,TRUE
"72",0.963103080634028,1.65701442304999,TRUE
"73",-2.99235439812765,0.878862243611366,TRUE
"74",2.10840441752225,1.35296429973096,TRUE
"75",-2.53282849816605,0.883927869144827,TRUE
"76",-2.5621523167938,-1.97529900446534,TRUE
"77",0.957548763602972,1.00994438538328,TRUE
"78",0.206166703719646,-1.21118112327531,TRUE
"79",0.393187349662185,0.0763580901548266,TRUE
"80",0.127126038540155,-1.46611435571685,TRUE
"81",0.457265521399677,-0.0143666546791792,TRUE
"82",-2.70350038446486,-1.73367905057967,TRUE
"83",0.805702513083816,0.33388627320528,TRUE
"84",2.05641792621464,-0.108053316827863,TRUE
"85",2.71912812022492,0.0644982880912721,TRUE
"86",2.85469581093639,0.348283199127764,TRUE
"87",2.50344794243574,-1.95347822271287,TRUE
"88",2.23567463317886,1.92855126829818,TRUE
"89",2.67546674888581,-1.93512439588085,TRUE
