"","x","y","cluster"
"1",0.226596850436181,0.0107610253617167,1
"2",0.0971410996280611,-0.34404785418883,1
"3",0.255517312791198,-0.459157328121364,1
"4",0.256485632155091,0.146090830210596,1
"5",0.011068812571466,-0.330027718096972,1
"6",0.346292556729168,0.148245858959854,1
"7",0.22145937429741,0.215800425037742,1
"8",0.44043903471902,0.0300605087541044,1
"9",0.256641856394708,-0.164117225445807,1
"10",0.201048589777201,0.0672724088653922,1
"11",0.420224471949041,0.12516131484881,1
"12",0.299669411033392,-0.208362620323896,1
"13",0.026808348018676,-0.470601694192737,1
"14",0.356534871272743,0.232821486424655,1
"15",0.00361486338078976,-0.469955646432936,1
"16",0.367980139330029,0.39657962275669,1
"17",0.260300170164555,0.320321841631085,1
"18",0.272915545850992,-0.42912777652964,1
"19",0.252731726039201,-0.368137306999415,1
"20",0.0625811470672488,0.457172683440149,1
"21",0.0112698134034872,0.00240663764998317,1
"22",0.272586591076106,0.0163189661689103,1
"23",0.401651536580175,0.0321458182297647,1
"24",0.401423161383718,0.285477465484291,1
"25",0.0822455659508705,0.0195838040672243,1
"26",0.106884625274688,0.131503101903945,1
"27",0.275179898831993,-0.279204789083451,1
"28",0.372580950148404,-0.283550039399415,1
"29",0.303990844171494,0.018889247905463,1
"30",0.260323893278837,0.0849322783760726,1
"31",0.31748525518924,-0.322433341760188,1
"32",0.37297838460654,0.107189304195344,1
"33",0.0966780362650752,0.435668930877,1
"34",0.219472695607692,-0.354619158431888,1
"35",0.351401716005057,-0.186819790396839,1
"36",0.244638311676681,0.358463984448463,1
"37",0.15161502873525,-0.517041659448296,1
"38",0.486789026297629,-0.0834275688976049,1
"39",0.165160472039133,0.498063484672457,1
"40",0.2549958974123,-0.393055786844343,1
"41",0.468103213701397,0.268160843290389,1
"42",0.105875859968364,-0.372671471443027,1
"43",0.061802526935935,-0.076916862744838,1
"44",0.218053532764316,-0.193470659665763,1
"45",0.292761277873069,0.18515304941684,1
"46",0.47298776730895,0.218016218394041,1
"47",0.182606297079474,0.333290855865926,1
"48",0.142880882136524,-0.335093795321882,1
"49",0.294308112934232,-0.276970864273608,1
"50",0.0973936538212001,0.39145036926493,1
"51",0.365987727884203,0.328094159252942,1
"52",0.396854678634554,-0.112823741976172,1
"53",0.339557678438723,-0.369153096340597,1
"54",0.0218045497313142,0.0833378243260086,1
"55",0.246230978053063,-0.233700916636735,1
"56",0.15262272907421,-0.355129406787455,1
"57",0.0369486310519278,-0.0731888408772647,1
"58",0.291332385502756,-0.0910517410375178,1
"59",0.085422239266336,-0.069422367028892,1
"60",0.12698283046484,-0.0614455323666334,1
"61",0.121470584068447,-0.0897167632356286,1
"62",0.25652624713257,-0.458206421229988,1
"63",0.319171274546534,0.372535203583539,1
"64",0.199354538228363,0.0995510458014905,1
"65",0.235462699085474,-0.336420940700918,1
"66",0.449286770541221,0.0236692419275641,1
"67",0.353734705597162,0.0131601290777326,1
"68",0.0503002898767591,-0.467108430340886,1
"69",0.305193052627146,-0.217589260544628,1
"70",0.294121237006038,0.387507588602602,1
"71",0.188031747937202,-0.17245823983103,1
"72",0.284101357683539,-0.219585562124848,1
"73",0.214897070545703,-0.492800682783127,1
"74",0.213960825931281,0.466028002556413,1
"75",0.0202340302057564,0.00549715012311935,1
"76",0.0399148198775947,-0.466724622529,1
"77",0.237916394602507,0.370628298725933,1
"78",0.122693441808224,0.0903412229381502,1
"79",0.222023653332144,-0.0988765633665025,1
"80",0.150476849172264,-0.0854282784275711,1
"81",0.146754107903689,-0.34619119996205,1
"82",0.0233936943113804,0.428203359711915,1
"83",0.268758801743388,-0.465711250901222,1
"84",0.294333011377603,0.265354965813458,1
"85",0.212799022905529,-0.238239719066769,1
"86",0.257666587363929,0.149319486692548,1
"87",0.160021801013499,-0.431778020691127,1
"88",0.103593148756772,-0.537515913136303,1
"89",0.0269241794012487,-0.198590531013906,1
"90",0.0661034705117345,0.296431891154498,1
"91",0.0976084666326642,0.378505278378725,1
"92",0.341212132014334,-0.158076339401305,1
"93",0.44156560767442,0.320877011399716,1
"94",0.375095282681286,0.160104885697365,1
"95",0.188185539562255,0.250152672175318,1
"96",0.204532577190548,0.445138328243047,1
"97",0.102718768175691,0.535936545114964,1
"98",0.272949301172048,0.326457038056105,1
"99",0.231281840708107,0.385266600176692,1
"100",0.386519884690642,-0.287218725308776,1
"101",0.429543283767998,0.138340359088033,1
"102",0.423613118007779,-0.149620837997645,1
"103",0.0814611427485943,-0.183125332929194,1
"104",0.0619333139620721,0.535308322869241,1
"105",0.0827714316546917,-0.24100023554638,1
"106",0.258241368923336,-0.264952056109905,1
"107",0.499494247604162,-0.219782647676766,1
"108",0.311066135764122,0.31638999376446,1
"109",0.537901352159679,-0.0918109496124089,1
"110",0.122691896278411,-0.417523332405835,1
"111",0.404210212174803,-0.118917508982122,1
"112",0.124607912730426,0.418461522553116,1
"113",0.147710978984833,-0.524121828842908,1
"114",0.0494835269637406,0.443702470045537,1
"115",0.491667999420315,0.138245689217001,1
"116",0.0469336025416851,-0.318609448615462,1
"117",0.117733283899724,0.485954591538757,1
