"","x","y"
"1",0.90057707298547,0.274533214047551
"2",0.559671730734408,-0.5050242645666
"3",-0.75493189971894,-0.125849800184369
"4",-0.773393142968416,-0.00189321022480726
"5",0.190680255182087,-0.610296766273677
"6",-0.0850628074258566,0.789805182255805
"7",0.812475097365677,0.415234440937638
"8",0.0150646511465311,-0.0903347926214337
"9",0.220826706849039,0.770977069623768
"10",-0.681757166050375,-0.695244840346277
"11",-0.124486535787582,-0.236698057502508
"12",-0.54619871545583,0.302009308710694
"13",0.423842259682715,0.442158622667193
"14",0.294184105470777,-0.464976230636239
"15",0.17137822508812,-0.343666004948318
"16",0.305886520072818,0.485445890575647
"17",0.620155666023493,0.296698261983693
"18",-0.536064351908863,-0.330901824869215
"19",0.585298881866038,0.579326698556542
"20",-0.809524388052523,0.11219316162169
"21",0.699867092072964,0.0632669823244214
"22",0.182052128016949,0.252471035346389
"23",-0.519174227491021,0.845266588963568
"24",-0.808145805262029,-0.223374717868865
"25",0.61226920876652,0.346988283097744
"26",-0.336710778065026,-0.00420255213975906
"27",0.0417943196371198,0.408539933152497
"28",0.193658953532577,-0.79434603266418
"29",-0.56853424757719,-0.170708212070167
"30",0.410361581481993,-0.4922164240852
"31",-0.63875372428447,-0.66521891951561
"32",-0.111769981682301,0.958912471309304
"33",-0.545344328507781,0.314330664463341
"34",0.00451753474771976,-0.278079155832529
"35",0.513723854906857,-0.605251570232213
"36",0.838433395139873,-0.375623153522611
"37",-0.257224985398352,-0.251657677814364
"38",0.554152141325176,-0.141554528847337
"39",-0.248494917526841,-0.515625786967576
"40",0.117480135522783,-0.298210523091257
"41",0.75608169939369,-0.254406599327922
"42",0.600163250230253,-0.348995820619166
"43",-0.491810645908117,-0.691583462059498
"44",-0.841748906299472,-0.457258199341595
"45",-0.742813124321401,-0.651050515472889
"46",-0.343269404955208,0.420078960247338
"47",0.0155931981280446,0.965273474343121
"48",0.0720447283238173,0.00840962771326303
"49",-0.1755192251876,-0.545189214870334
"50",0.101979761384428,0.595732350833714
"51",-0.103703551925719,-0.693695235066116
"52",-0.483273458667099,0.491292838007212
"53",0.90164795704186,0.362905925139785
"54",0.287181195802987,-0.740973667241633
"55",0.630940672941506,0.227264031767845
"56",0.53247956186533,-0.608220208436251
"57",-0.534874346107244,-0.121557701379061
"58",-0.139040323905647,-0.0897287363186479
"59",0.710933715105057,-0.469974182546139
"60",-0.489533974789083,0.787102628499269
"61",-0.309691967442632,-0.0188270946964622
"62",0.546196071431041,-0.423864146694541
"63",-0.771202641539276,-0.299668187275529
"64",0.75180811714381,-0.56952304020524
"65",-0.155922854319215,-0.965993840247393
"66",-0.317312578670681,-0.167463144287467
"67",-0.766418696381152,0.314042107202113
"68",0.701486395671964,0.668770506978035
"69",0.101134639233351,-0.497197970747948
"70",0.446079449728131,-0.0397613644599915
"71",-0.129012529738247,-0.781033798120916
"72",-0.0415548626333475,-0.322619491256773
"73",-0.218863391317427,0.287669897079468
"74",-0.112471830099821,0.308901138603687
"75",0.364391743205488,-0.0401560477912426
"76",-0.30871597211808,0.647738475352526
"77",0.227628749795258,0.0671817818656564
"78",-0.246508325450122,0.507864317856729
"79",0.325239222496748,-0.852053132839501
"80",0.764907361939549,-0.0290097305551171
"81",0.311842380091548,-0.306499550119042
"82",-0.144095171242952,-0.243496287614107
"83",-0.084116012789309,-0.444792347028852
"84",0.524330425076187,0.286061820574105
"85",0.724153517745435,-0.561004756018519
"86",0.375106173567474,-0.194359290413558
"87",-0.660986960865557,-0.723688780330122
"88",-0.00610641855746508,-0.630480701103806
"89",0.326759460382164,-0.726603968068957
"90",-0.732519156299531,-0.369816286489367
"91",-0.193934763781726,-0.209146357141435
"92",0.487515993416309,-0.120310723781586
"93",-0.577490413561463,-0.510596636682749
"94",0.315154478885233,0.413430444896221
"95",0.198310615494847,-0.895808522589505
"96",0.787441136315465,-0.515662353485823
"97",0.760537208989263,0.373747157864273
"98",0.0566832097247243,-0.531923697330058
"99",0.276688138023019,-0.60138644091785
"100",-0.425680334679782,-0.647786707617342
"101",0.705312898382545,-0.23008213378489
"102",-0.474453713744879,0.255811178125441
"103",0.406879346817732,-0.563707930967212
"104",0.22229865193367,-0.277273188345134
"105",-0.0636531477794051,-0.821715904399753
"106",0.0309240892529488,-0.656900080852211
"107",-0.612297966144979,0.486571813002229
"108",-0.821922180242836,0.154526881873608
"109",0.241979531012475,-0.00639420934021473
"110",-0.180515435524285,-0.694912967272103
"111",0.00973407924175262,0.647806607186794
"112",0.873688505031168,-0.191646346822381
"113",-0.590540283359587,0.0255530802533031
"114",-0.400168548338115,-0.762206736020744
